user_id,book_id,rating
6025,36,4
6025,55,5
6025,45,4
6025,19,5
6025,40,4
6025,29,5
6025,67,3
6025,35,3
6025,42,5
6025,85,5
6025,46,3
6025,256,4
6025,228,4
6025,241,4
7001,21,5
7001,23,5
7001,26,4
7001,11,5
7001,8,5
7001,5,5
7001,50,5
7001,10,4
7001,13,3
7001,7,3
7001,33,4
7001,57,4
7001,22,4
7001,14,3
7001,58,5
7001,9,4
7001,65,5
7001,3,4
7001,36,4
7001,19,4
7001,38,4
7001,45,5
7001,40,4
7001,55,3
7001,29,4
7001,42,4
7001,46,4
7001,49,3
7001,122,3
7001,35,4
7001,43,3
7001,52,4
7001,119,5
7001,81,4
7001,256,5
7001,47,5
7001,199,4
7001,212,4
7001,233,3
7001,186,4
7001,62,4
7001,368,3
7001,480,2
7001,117,3
7001,263,5
7001,241,5
7001,77,5
7001,223,4
7001,87,4
7001,287,3
7001,265,5
7001,131,5
7001,178,4
7001,48,5
7001,325,5
7001,410,5
7001,405,4
7001,15,4
7001,461,3
7001,138,3
7001,457,3
7001,54,5
7001,523,4
7001,82,5
7001,383,4
7001,114,4
7001,236,5
7001,213,4
7001,79,5
7001,531,5
7001,646,5
7001,341,5
7001,278,5
7001,44,4
7001,107,3
3087,476,5
3087,273,5
3087,15,5
7001,184,5
7001,160,4
7001,476,4
7001,154,5
7001,426,5
7001,67,5
7001,196,5
7001,322,5
7001,255,3
7001,417,4
7001,388,4
7001,56,4
7001,337,5
7001,264,5
7001,301,4
7001,155,4
7001,161,5
7001,179,4
7001,704,4
7001,102,4
7001,200,4
7001,335,5
7001,317,3
7001,234,4
7001,456,4
7001,681,4
7001,595,4
7001,386,3
7001,416,4
7001,123,3
7001,156,3
7001,108,4
7955,85,5
7955,25,5
7955,297,4
7955,50,5
7955,23,5
7955,7,5
7955,65,3
7955,48,3
7955,36,4
7955,32,5
7955,35,1
7955,19,4
7955,24,5
7955,18,5
7955,4,5
7955,8,5
7955,5,5
7955,14,4
7955,101,5
7955,28,5
7955,58,4
7955,29,3
7955,42,4
7955,83,4
7955,103,3
7955,71,2
7955,79,4
7955,109,5
7955,194,5
7955,33,2
7955,57,3
7955,22,1
7955,40,1
7955,111,3
7955,121,5
7955,118,4
7955,26,1
7955,11,4
7955,72,1
7955,86,2
7955,84,2
7955,222,3
7955,288,4
7955,15,5
7955,82,4
7955,92,5
7955,181,5
7955,127,5
7955,2,5
7955,62,2
7955,53,4
7955,10,5
7955,38,5
7955,43,5
7955,76,5
7955,44,1
7955,89,4
7955,272,5
7955,13,4
7955,54,5
7955,75,1
7955,136,1
7955,78,2
7955,27,5
7955,21,5
7955,138,3
7955,264,5
7955,386,3
7955,321,5
7955,63,5
7955,160,5
7955,461,5
7955,730,4
7955,301,4
7955,177,5
7955,130,5
7955,131,5
7955,646,1
7955,529,3
7955,125,3
7955,80,5
7955,241,4
7955,154,2
7955,172,5
7955,162,4
7955,113,2
7955,317,4
7955,189,5
7955,37,3
7955,133,4
7955,225,5
7955,45,4
7955,289,4
7955,67,3
7955,46,3
7955,104,4
7955,485,5
7955,284,5
7955,95,3
7955,179,4
7955,173,1
7955,229,5
7955,325,4
7955,119,2
7955,142,2
7955,171,4
7955,129,5
7955,102,5
7955,93,4
7955,219,2
7955,496,4
7955,116,3
7955,540,4
7955,233,3
7955,401,4
7955,498,4
7955,354,4
7955,374,5
7955,395,5
7955,361,4
7955,178,4
7955,68,1
7955,453,3
7955,436,4
7955,271,4
7955,495,3
7955,184,4
7955,158,3
7955,335,4
7955,81,3
7955,518,5
7955,512,5
7955,306,4
7955,304,5
7955,337,5
7955,155,5
7955,733,4
7955,350,5
7955,300,5
7955,298,4
7955,117,5
7955,468,4
3922,467,4
3922,35,5
3922,7,5
3922,19,5
3922,155,5
3922,161,5
3922,115,5
3922,104,5
3922,344,5
3922,22,4
3922,26,3
3922,9,3
3922,84,4
3922,487,4
3922,693,4
3922,660,4
3922,94,5
3922,233,5
3922,101,5
3922,372,4
3922,534,4
3922,75,5
3922,136,4
3922,476,4
3922,495,5
3922,43,4
3922,2,5
3922,92,4
3922,118,4
3922,121,5
3922,378,4
3922,83,5
3922,28,2
3922,32,4
3922,5,2
3922,4,4
3922,225,5
3922,58,4
3922,160,4
3922,205,4
3922,25,5
3922,27,5
3922,21,5
3922,24,5
3922,18,5
3922,23,5
3922,62,4
3922,33,4
3922,368,4
3922,480,4
3922,179,4
3922,29,5
3922,15,3
3922,117,5
3922,317,4
3922,13,5
3922,36,5
3922,8,1
3922,38,5
3922,111,4
3922,37,5
3922,266,4
3922,242,3
3922,71,4
3922,122,4
3922,45,4
3922,53,2
3922,212,4
3922,60,3
3922,186,1
3922,150,3
3922,306,4
3922,245,5
3922,132,4
3922,67,5
3922,217,4
3922,364,4
3922,59,5
3922,66,4
3922,78,1
3922,93,4
3922,347,4
3922,148,3
3922,90,4
3922,270,5
3922,42,5
3922,577,4
3922,323,4
3922,335,5
3922,113,3
3922,733,3
3922,416,5
3922,544,5
3922,471,4
3922,461,4
3922,451,4
3922,189,5
3922,87,5
3922,219,5
3922,213,3
3922,85,5
3922,375,4
3922,283,5
3922,102,4
3922,339,4
3922,50,5
3922,696,4
3922,373,5
3922,561,5
3922,79,4
7001,101,4
8188,4,5
8188,8,3
8188,5,5
8188,50,5
8188,32,4
8188,94,4
8188,28,4
8188,58,5
8188,29,5
8188,42,5
8188,83,3
8188,79,4
8188,109,4
8188,33,5
8188,22,5
8188,115,3
8188,118,5
8188,121,3
8188,11,2
8188,86,3
8188,266,3
8188,15,5
8188,127,5
8188,7,5
8188,2,5
8188,3,5
8188,10,5
8188,43,5
8188,76,5
8188,44,5
8188,272,4
8188,55,4
8188,48,4
8188,75,3
8188,136,4
8188,78,5
8188,108,4
8188,228,5
8188,310,5
8188,156,5
8188,24,5
8188,18,5
8188,21,5
8188,23,5
8188,49,5
8188,52,5
8188,56,5
8188,85,4
8188,36,5
8188,60,4
8188,46,4
8188,45,4
8188,64,5
8188,77,5
8188,158,4
8188,117,4
8188,184,4
8188,386,4
8188,326,5
8188,233,4
8188,495,5
8188,37,5
8188,133,5
8188,80,3
8188,131,4
8188,229,4
8188,63,5
8188,597,5
8188,171,5
8188,357,4
8188,125,4
8188,436,4
8188,160,4
8188,198,5
8188,102,5
8188,93,5
8188,59,5
8188,219,4
8188,321,4
8188,114,4
8188,138,3
8188,213,3
8188,264,4
8188,570,4
8188,130,4
8188,154,4
8188,304,5
8188,196,3
8188,646,3
8188,306,5
8188,132,3
8188,116,5
8188,714,4
8188,387,3
8188,427,3
8188,204,3
8188,395,4
8188,826,3
8188,346,3
8188,410,4
8188,518,3
8188,391,4
8188,361,3
8188,199,5
8188,704,3
8188,296,3
8188,650,3
8188,335,4
8188,456,3
8188,364,3
8188,715,4
8188,339,4
8188,107,3
8188,557,3
8188,123,3
8188,639,3
8188,248,4
8188,174,2
8188,328,4
8188,234,5
8188,278,4
8188,621,3
8313,4,5
8313,8,3
8313,5,5
8313,50,4
8313,32,2
8313,14,3
8313,101,4
8313,28,4
8313,58,3
8313,29,2
8313,42,5
8313,83,5
8313,71,2
8313,79,1
8313,109,4
8313,194,1
8313,33,5
8313,57,2
8313,22,5
8313,118,3
8313,261,4
8313,26,3
8313,72,2
8313,86,3
8313,84,3
8313,209,4
8313,266,4
8313,222,4
8313,288,4
8313,15,5
8313,82,5
8313,236,5
8313,2,5
8313,7,3
8313,19,3
8313,53,2
8313,3,2
8313,10,5
8313,38,2
8313,43,4
8313,76,5
8313,89,4
8313,272,2
8313,13,2
8313,136,4
8313,78,4
8313,108,1
8313,64,5
8313,9,5
8313,49,2
8313,46,2
8313,52,2
8313,87,3
8313,63,4
8313,142,5
8313,356,1
8313,25,5
8313,271,5
8313,21,5
8313,27,5
8313,171,4
8313,37,5
8313,103,3
8313,133,5
8313,80,2
8313,131,2
8313,56,2
8313,117,5
8313,289,4
8313,265,5
8313,597,1
8313,498,1
8313,18,4
8313,160,3
8313,90,5
8313,198,3
8313,168,2
8313,93,5
8313,59,5
8313,23,5
8313,219,5
8313,114,3
8313,321,5
8313,354,3
8313,138,5
8313,258,5
8313,122,1
8313,130,1
8313,496,5
8313,304,1
8313,306,1
8313,417,4
8313,387,4
8313,515,3
8313,595,5
8313,158,5
8313,293,4
8313,704,4
8313,386,5
8313,456,5
8313,408,3
8313,335,5
8313,332,5
8313,715,5
8313,641,5
8313,77,3
8313,733,5
8313,639,5
8313,123,4
8313,328,4
8313,245,5
8313,343,4
8313,248,3
8313,577,3
8313,681,5
8313,596,4
8313,621,3
8313,383,3
8313,538,2
8313,316,4
8313,399,3
8313,409,5
8313,402,3
8313,650,2
3922,172,5
8767,4,5
8767,8,3
8767,5,4
8767,50,5
8767,32,4
8767,65,5
8767,101,3
8767,35,4
8767,94,5
8767,28,2
8767,29,3
8767,58,3
8767,42,5
8767,83,3
8767,33,2
8767,57,5
8767,22,5
8767,115,2
8767,121,3
8767,261,3
8767,26,2
8767,15,5
8767,181,4
8767,2,3
8767,7,3
8767,19,3
8767,3,3
8767,10,5
8767,38,3
8767,43,2
8767,76,5
8767,66,5
8767,272,5
8767,13,5
8767,75,4
8767,136,4
8767,78,3
8767,108,3
8767,310,2
8767,46,4
8767,197,3
8767,60,3
8767,230,5
8767,49,3
8767,52,3
8767,9,3
8767,25,3
8767,56,3
8767,27,3
8767,21,3
8767,24,3
8767,18,3
8767,23,3
8767,63,4
8767,142,2
8767,87,5
8767,114,4
8767,178,5
8767,238,4
8767,527,3
8767,113,4
8767,471,4
8767,221,4
8767,563,3
8767,268,2
8767,476,4
8767,558,3
8767,631,3
8767,264,4
8767,255,4
8767,652,3
8767,207,1
8767,160,4
8767,451,4
8767,287,5
8767,122,3
8767,306,2
8767,383,1
8767,138,3
8767,85,5
8767,130,3
8767,177,4
8767,172,3
8767,229,4
8767,485,4
8767,597,4
8767,341,4
8767,171,4
8767,180,5
8767,102,5
8767,284,4
8767,173,2
8767,198,4
8767,233,4
8767,401,5
8767,321,4
8767,213,3
8767,354,4
8767,297,4
8767,483,3
8767,205,3
8767,496,4
8767,156,2
8767,457,2
8767,387,3
4897,265,5
4897,81,5
4897,93,5
4897,270,5
4897,168,5
4897,57,5
4897,60,2
4897,62,4
4897,212,4
4897,311,5
4897,118,5
4897,148,4
4897,72,5
4897,417,3
4897,453,2
4897,515,3
4897,457,1
4897,53,4
4897,540,4
4897,704,5
4897,176,5
4897,273,3
4897,136,3
4897,444,4
4897,174,1
4897,733,5
4897,274,5
4897,298,5
4897,209,4
9108,4,2
9108,8,5
9108,50,4
9108,101,3
9108,94,5
9108,28,2
9108,42,2
9108,33,4
9108,57,2
9108,22,2
9108,40,4
9108,111,3
9108,115,4
9108,100,4
9108,118,4
9108,26,1
9108,11,3
9108,72,2
9108,209,2
9108,266,2
9108,288,2
9108,82,4
9108,236,3
9108,2,3
9108,7,3
9108,19,3
9108,53,1
9108,3,5
9108,10,5
9108,38,5
9108,43,5
9108,76,3
9108,66,5
9108,272,3
9108,13,3
9108,54,3
9108,126,4
9108,75,2
9108,136,2
9108,228,1
9108,35,2
9108,29,3
9108,83,2
9108,79,4
9108,194,1
9108,89,2
9108,174,1
9108,49,5
9108,52,5
9108,122,3
9108,142,3
9108,46,3
9108,233,5
9108,172,5
9108,255,3
9108,45,5
9108,64,2
9108,104,4
9108,195,3
9108,191,3
9108,329,3
9108,447,1
9108,27,3
9108,21,4
9108,186,2
9108,258,5
9108,97,3
9108,219,2
9108,249,5
9108,417,4
9108,18,4
9108,325,4
9108,345,2
9108,436,2
9108,150,5
9108,337,3
9108,407,4
9108,238,2
9108,304,2
9108,383,3
9108,119,2
9108,168,5
9108,180,1
9108,316,1
9108,87,3
9108,132,2
9108,483,5
9108,155,2
9108,80,3
9108,501,3
9108,538,2
9108,306,2
9108,476,4
9108,232,4
9108,37,2
9108,557,4
9108,176,3
9108,292,2
9108,93,3
9108,161,2
9108,733,1
9329,37,5
9329,42,4
9329,50,5
9329,4,5
9329,179,5
9329,45,2
9329,13,2
9329,76,4
9329,10,4
9329,15,5
9329,58,5
9329,109,3
9329,8,5
9329,5,2
9329,14,1
9329,32,4
9329,101,3
9329,94,3
9329,29,5
9329,28,3
9329,79,4
9329,83,3
9329,71,3
9329,194,2
9329,33,5
9329,57,5
9329,22,2
9329,100,4
9329,111,5
9329,118,4
9329,121,3
9329,26,4
9329,11,5
9329,86,3
9329,209,4
9329,288,4
9329,84,4
9329,127,3
9329,2,5
9329,7,2
9329,53,5
9329,3,3
9329,43,3
9329,44,3
9329,75,3
9329,136,5
9329,78,4
9329,228,3
9329,310,3
9329,138,3
9329,25,5
9329,160,2
9329,93,5
9329,81,4
9329,317,4
9329,544,5
9329,189,1
9329,36,3
9329,80,2
9329,133,4
9329,21,4
9329,131,2
9329,117,2
9329,85,5
9329,229,3
9329,172,4
9329,113,2
9329,24,4
9329,18,4
9329,46,2
9329,265,5
9329,87,3
9329,102,3
9329,27,4
9329,485,1
9329,171,3
9329,341,3
9329,597,3
9329,59,4
9329,178,4
9329,180,3
9329,468,3
9329,23,4
9329,129,3
9329,198,2
9329,461,4
9329,9,3
9329,64,5
9329,157,4
9329,321,4
9329,436,1
9329,114,2
9329,407,3
9329,271,3
9329,401,2
9329,184,4
9329,213,1
9329,60,2
9329,212,3
9329,116,4
9329,122,1
9329,296,4
9329,339,3
9329,387,2
9329,264,1
9329,186,4
9329,306,2
9329,358,3
9329,335,3
9329,245,5
9329,386,3
9329,158,4
9329,251,2
9329,278,4
9329,416,3
9329,364,3
9329,373,3
9329,391,3
9329,545,3
9329,540,4
9329,356,2
9329,681,4
9329,621,3
9329,399,2
9329,577,3
9330,316,2
9330,26,4
9330,9,4
9330,145,3
9330,170,3
9330,201,3
9330,199,3
9330,261,3
9330,142,4
9330,25,4
9330,27,4
9330,18,4
9330,21,4
9330,2,5
9330,24,4
9330,108,3
9330,4,3
9330,10,3
9330,189,4
9330,43,2
9330,8,1
9330,15,5
9330,37,3
9330,42,3
9330,11,3
9330,5,2
9330,103,4
9330,38,3
9330,133,2
9330,54,1
9330,33,4
9330,131,1
9330,85,3
9330,117,4
9330,35,4
9330,225,2
9330,63,2
9330,28,3
9330,121,4
9330,7,2
9330,83,3
9330,172,3
9330,58,3
9330,45,2
9330,113,2
9330,100,4
9330,46,2
9330,29,3
9330,287,3
9330,97,3
9330,125,2
9330,102,4
9330,32,1
9330,179,2
9330,22,3
9330,341,3
9330,59,3
9330,171,3
9330,498,3
9330,178,3
9330,93,2
9330,173,1
9330,48,2
9330,468,3
9330,23,4
9330,219,4
9330,129,3
9330,198,3
9330,160,2
9330,168,3
9330,50,4
9330,40,1
9330,461,2
9330,57,2
9330,157,4
9330,321,4
9330,114,3
9330,130,1
9330,19,3
9330,132,4
9330,204,4
9330,271,2
9330,205,3
9330,116,3
9330,401,1
9330,44,3
9330,311,2
9330,118,2
9330,476,2
9330,161,3
9330,122,4
9330,296,4
9330,496,3
9330,427,3
9330,306,3
9330,72,4
9330,148,2
9330,196,2
9330,362,3
9330,326,2
9330,826,3
9330,107,3
9330,155,4
9330,350,4
9330,293,4
9330,53,4
9330,335,3
9330,364,4
9330,256,3
9330,529,3
9330,176,2
9330,248,3
9330,471,4
9330,733,2
9330,375,3
9330,251,4
9330,174,4
9330,298,4
9330,75,4
9330,245,4
9330,358,4
9330,621,3
9330,292,4
9330,278,4
9330,557,3
9330,84,4
9330,123,3
9330,243,4
9330,425,2
9330,538,3
9330,478,3
9330,347,4
9330,92,4
9330,343,4
9330,86,3
9330,227,3
9330,236,3
6025,3,5
6025,49,5
6025,52,5
6025,56,3
10140,83,5
10140,47,5
10140,4,4
10140,31,4
10140,81,4
10140,174,2
10140,193,2
10140,38,3
10140,100,3
10140,300,3
10140,70,4
10140,289,4
10140,160,3
10140,361,4
10140,590,3
10140,194,1
10140,43,3
10140,130,5
10140,401,3
10140,395,3
10140,138,4
10140,453,4
10140,11,4
10140,57,4
10140,8,3
10140,33,3
10140,111,3
10140,461,4
10140,1,4
10140,17,4
10140,67,3
10140,45,4
10140,3,3
10140,28,3
10140,127,1
10140,66,2
10140,42,4
10140,26,2
10140,73,3
10140,62,2
10140,261,2
10140,122,2
10140,15,3
10140,118,3
10140,58,4
10140,53,3
10140,56,3
10140,7,4
10140,50,3
10140,19,3
10140,52,3
10140,222,2
10140,63,4
10140,25,3
10140,255,1
10140,36,4
10140,186,2
10140,9,2
10140,49,3
10140,2,3
10140,86,2
10140,178,2
10140,288,2
10140,217,3
10140,230,4
10140,87,2
10140,187,3
10140,27,3
10140,447,3
10140,41,3
10140,21,3
10140,117,3
10140,362,4
10140,314,3
10140,24,3
10140,179,2
10140,519,3
10140,354,3
10140,80,3
10140,114,2
10140,175,3
10140,18,3
10140,161,3
10140,345,3
10140,198,2
10140,148,3
10140,306,1
10140,23,3
10140,559,4
10140,213,3
10140,650,4
10140,219,4
10140,341,2
10140,271,3
10140,214,3
10140,37,4
10140,501,3
10140,317,3
10140,263,3
10140,646,4
10140,641,2
10140,77,3
10140,529,2
10140,245,2
10140,90,4
10140,602,4
10140,357,3
10140,223,2
10140,733,2
10140,241,2
10140,492,3
10140,576,3
10140,116,3
10140,595,3
10140,347,4
10140,85,3
10140,292,4
10140,577,3
10140,542,4
10140,332,4
10140,154,3
10140,531,2
10140,119,3
10140,35,4
6342,4,5
6342,8,5
6342,5,5
6342,14,5
6342,32,5
6342,65,5
6342,35,4
6342,94,5
6342,29,5
6342,28,5
6342,58,5
6342,42,5
6342,79,5
6342,83,5
6342,103,4
6342,109,5
6342,194,4
6342,33,4
6342,57,4
6342,22,4
6342,40,3
6342,100,5
6342,115,5
6342,111,5
6342,118,4
6342,121,4
6342,261,4
6342,26,3
6342,11,5
6342,86,4
6342,209,4
6342,181,5
6342,82,5
6342,19,5
6342,44,3
6342,43,4
6342,76,4
6342,66,5
6342,272,4
6342,137,4
6342,13,5
6342,55,5
6342,48,5
6342,371,4
6342,75,4
6342,136,4
6342,78,4
6342,108,3
6342,228,4
6342,310,3
6342,98,4
6342,538,4
6342,515,4
6342,257,3
6342,353,4
6342,546,4
6342,715,4
6342,556,3
6342,120,3
6342,248,3
6342,341,2
6342,387,3
6342,331,3
6342,386,4
6342,381,3
6342,646,2
6342,274,4
6342,409,3
6342,245,4
6342,293,3
6342,154,3
6342,335,1
6342,375,3
6342,227,3
6342,321,3
6342,576,4
6342,496,4
6342,281,4
6342,453,5
6342,304,4
6342,730,3
6342,704,4
6342,501,2
6342,90,3
6342,125,3
6342,733,4
6342,229,3
6342,273,3
6342,270,2
6342,461,3
6342,595,4
6342,16,4
6342,186,3
6342,326,4
6342,123,4
6342,59,4
6342,271,3
6342,401,4
6342,116,3
6342,265,5
6342,142,5
6342,173,3
6342,483,3
6342,468,3
6342,264,4
6342,225,5
6342,476,4
6342,405,4
6342,205,4
6342,213,2
6342,198,5
6342,306,5
6342,284,4
6342,180,4
6342,129,5
6342,150,5
6342,178,5
6342,130,4
6342,160,3
6342,64,4
6342,162,2
6342,131,5
6342,63,3
6342,138,3
6342,113,5
6342,67,5
6342,119,4
6342,46,5
6342,104,5
6342,2,3
6342,38,3
10140,195,4
10317,4,4
10317,5,5
10317,50,5
10317,14,4
10317,29,4
10317,28,4
10317,58,4
10317,42,3
10317,83,5
10317,71,3
10317,33,4
10317,26,3
10317,11,5
10317,86,3
10317,84,3
10317,181,4
10317,92,5
10317,2,5
10317,19,4
10317,3,4
10317,10,5
10317,43,4
10317,76,5
10317,13,4
10317,55,3
10317,48,5
10317,54,4
10317,75,5
10317,108,3
10317,25,5
10317,18,5
10317,24,5
10317,27,5
10317,21,5
10317,23,5
10317,49,3
10317,15,4
10317,56,4
10317,9,4
10317,36,4
10317,60,5
10317,46,5
10317,122,1
10317,157,5
10317,229,3
10317,219,4
10317,85,5
10317,59,5
10317,63,3
10317,251,5
10317,189,3
10317,125,5
10317,113,4
10317,358,5
10317,95,4
10317,339,3
10317,138,3
10317,133,3
10317,37,4
10317,444,5
10317,213,4
10317,131,4
10317,130,4
10317,102,5
10317,264,4
10317,225,4
10317,204,3
10317,321,4
10317,298,3
10317,93,3
10317,354,5
10317,245,4
10317,425,4
10317,179,5
10317,154,4
10317,117,4
10317,104,4
10317,402,5
10317,577,4
10317,375,4
10317,52,4
10317,390,3
10317,258,5
10317,248,5
10317,158,4
10317,200,4
10317,386,3
10317,97,3
10317,364,5
10317,388,5
10317,217,2
10317,73,4
10317,171,2
10317,337,4
10317,201,3
10317,238,1
10317,123,3
10317,693,3
10317,343,4
10317,227,3
10317,544,4
10317,346,3
10317,281,3
10317,288,3
10317,596,3
10317,353,4
10317,361,5
8767,157,4
8767,125,4
8767,129,4
8767,79,3
8767,45,3
8767,194,3
8767,317,4
10317,417,3
10140,256,4
10535,60,5
10535,407,4
10535,22,5
10535,49,4
10535,195,5
10535,231,5
10111,47,4
10111,11,5
10111,67,4
10111,46,4
10111,24,4
10111,115,5
10111,57,3
10111,21,4
10111,26,2
10111,5,5
10111,2,5
10111,28,5
10111,14,4
10111,33,5
10111,45,4
10111,10,5
10111,22,1
10111,27,4
10111,18,5
10111,23,5
10111,32,5
10111,7,4
10111,65,5
10111,58,5
10111,100,3
10111,48,5
10111,94,5
10111,113,4
10111,118,3
10111,36,3
10111,111,1
10111,233,5
10111,83,3
10111,287,5
10111,150,4
10111,37,4
10111,75,2
10111,467,5
10111,301,5
10111,117,4
10111,297,4
10111,180,4
10111,129,4
10111,29,3
10111,196,5
10111,417,3
10111,306,2
10111,325,5
10111,378,4
10111,255,5
10111,132,3
10111,172,4
10111,457,3
10111,405,5
10111,80,5
10111,476,5
10111,483,4
10111,148,3
10111,557,4
10111,407,3
10111,168,4
10111,136,2
10111,79,2
10111,485,3
10111,59,3
10111,271,4
10111,268,4
10111,44,2
10111,272,4
10111,219,5
10111,72,5
10111,133,2
10111,273,5
10111,31,4
10111,90,3
10111,125,3
10111,730,3
10111,357,4
10111,304,3
10111,321,3
10111,85,5
10111,77,2
10111,375,3
10111,184,2
10111,176,5
10111,245,5
10111,243,5
10535,228,4
10535,78,3
10535,75,5
10535,76,5
10535,43,5
10535,10,5
10535,3,5
10535,2,5
10535,181,4
10535,15,5
10535,84,3
10535,11,4
10535,26,3
10535,33,3
10535,109,3
10535,83,4
10535,79,4
10535,42,5
10535,58,4
10535,29,5
10535,94,4
10535,32,4
10535,14,3
10535,50,5
10535,5,5
10535,4,5
10535,38,5
10535,37,5
10535,25,5
10535,24,5
10535,332,5
10535,117,5
10535,368,5
10535,18,5
10535,347,5
10535,292,5
10535,602,5
10535,542,5
10535,21,5
10535,23,5
10535,27,5
10535,561,5
10535,480,5
10535,346,5
10535,56,5
10535,122,4
10535,52,5
10535,35,4
10535,138,4
10535,9,3
10535,63,5
10535,85,5
10535,238,3
10535,64,5
10535,233,4
10535,160,5
10535,121,5
10535,62,5
10535,108,3
10535,57,5
10535,301,5
10535,36,5
10535,461,4
10535,245,5
10535,219,5
10535,171,5
10535,180,3
10535,199,3
10535,59,5
10535,87,5
10535,271,4
10535,133,5
10535,116,5
10535,650,3
10535,102,5
10535,213,2
10535,130,3
10535,317,2
10535,90,4
10535,204,5
10535,321,5
10535,93,5
10535,545,5
10535,646,3
10535,184,5
10535,230,5
10535,387,3
10535,595,5
10535,284,3
10535,248,4
10535,401,5
10535,601,5
10535,241,5
10535,479,3
10535,200,5
10535,386,3
10535,451,5
10535,471,5
10535,118,3
10111,256,5
10111,381,1
10111,131,4
10111,177,4
10111,354,4
10111,660,3
10111,154,4
10111,542,5
10111,205,3
10111,300,4
10111,305,4
10111,237,4
10111,612,5
10111,488,5
10111,556,5
10111,670,4
10111,578,4
10111,675,4
7001,97,4
7001,157,4
7001,64,4
7001,204,4
7001,132,4
7001,387,3
7001,148,4
7001,540,5
7001,31,5
7001,136,5
7001,639,3
7001,195,5
7001,733,5
7001,577,4
7001,300,3
7001,399,5
7001,344,4
7001,221,1
7001,467,3
10610,11,5
10610,72,3
10610,15,3
10610,82,4
10610,92,5
10610,236,4
10610,127,4
10610,2,5
10610,7,4
10610,19,3
10610,3,1
10610,10,5
10610,43,5
10610,76,4
10610,272,5
10610,137,2
10610,13,5
10610,55,4
10610,48,5
10610,54,5
10610,70,5
10610,126,2
10610,371,4
10610,75,5
10610,136,4
10610,297,4
10610,87,4
10610,36,4
10610,219,4
10610,80,4
10610,59,5
10610,63,5
10610,251,5
10610,125,5
10610,177,4
10610,358,5
10610,339,5
10610,114,3
10610,138,3
10610,180,5
10610,133,5
10610,444,5
